Ensembl Gene ID	Ensembl Protein ID	Chromosome Name	Gene Start (bp)	Gene End (bp)	Associated Gene Name
YOR147W	YOR147W	XV	606607	608475	MDM32
YJL189W	YJL189W	X	75933	76474	RPL39
YAL059C-A	YAL059C-A	I	36496	36918	
YHR079C-A	YHR079C-A	VIII	262192	262553	SAE3
YBR260C	YBR260C	II	732639	734639	RGD1
YLR396C	YLR396C	XII	910235	912310	VPS33
YOL079W	YOL079W	XV	181057	181455	
YNR037C	YNR037C	XIV	695052	695327	RSM19
YPL243W	YPL243W	XVI	88517	90316	SRP68
YDL109C	YDL109C	IV	265258	267201	
YBR018C	YBR018C	II	274427	275527	GAL7
YLR440C	YLR440C	XII	1015568	1017697	SEC39
YDL248W	YDL248W	IV	1802	2953	COS7
YCR043C	YCR043C	III	206261	206644	
YBR054W	YBR054W	II	343101	344135	YRO2
YPL270W	YPL270W	XVI	30482	32803	MDL2
YNL164C	YNL164C	XIV	325265	326320	IBD2
YNL062C	YNL062C	XIV	508776	510212	GCD10
YML106W	YML106W	XIII	56773	57453	URA5
YMR003W	YMR003W	XIII	273118	273714	AIM34
YMR298W	YMR298W	XIII	863819	864271	LIP1
YGR296W	YGR296W	VII	1084864	1090591	YRF1-3
YIL029W-A	YIL029W-A	IX	299735	300106	
YMR037C	YMR037C	XIII	344403	346517	MSN2
YHR012W	YHR012W	VIII	129481	130448	VPS29
YKL094W	YKL094W	XI	263349	264290	YJU3
YOR066W	YOR066W	XV	449436	451325	MSA1
YDR497C	YDR497C	IV	1443713	1445467	ITR1
YLR367W	YLR367W	XII	856442	857317	RPS22B
YOR129C	YOR129C	XV	566877	569558	AFI1
YOL161C	YOL161C	XV	11549	11911	PAU20
YJL027C	YJL027C	X	391833	392249	
YJR147W	YJR147W	X	704196	705272	HMS2
YDR409W	YDR409W	IV	1289406	1292120	SIZ1
YDR041W	YDR041W	IV	539803	540414	RSM10
YMR272C	YMR272C	XIII	809623	810777	SCS7
YJL039C	YJL039C	X	368748	373799	NUP192
YKL143W	YKL143W	XI	176781	178172	LTV1
YDR307W	YDR307W	IV	1075865	1077853	PMT7
YDL081C	YDL081C	IV	309802	310122	RPP1A
YBL100C	YBL100C	II	36989	37303	
YIL019W	YIL019W	IX	315093	316133	FAF1
YIL082W-A	YIL082W-A	IX	205635	210132	
YDR390C	YDR390C	IV	1254937	1256847	UBA2
YNL041C	YNL041C	XIV	549468	551987	COG6
YDL201W	YDL201W	IV	99561	100421	TRM8
YMR028W	YMR028W	XIII	327482	328582	TAP42
YNL200C	YNL200C	XIV	263713	264453	
YKR041W	YKR041W	XI	518198	518950	
YER073W	YER073W	V	304030	305592	ALD5
YGR144W	YGR144W	VII	780399	781379	THI4
YEL006W	YEL006W	V	144327	145334	YEA6
YKL225W	YKL225W	XI	451	798	
YJR007W	YJR007W	X	451020	451934	SUI2
YBR053C	YBR053C	II	339675	340751	
YNL238W	YNL238W	XIV	202428	204872	KEX2
YCR073W-A	YCR073W-A	III	246963	247910	SOL2
YGL109W	YGL109W	VII	303513	303836	
YJL075C	YJL075C	X	298460	298876	APQ13
YHR211W	YHR211W	VIII	525392	528619	FLO5
YOR269W	YOR269W	XV	826385	827869	PAC1
YML039W	YML039W	XIII	196628	201896	
YLL060C	YLL060C	XII	21138	21839	GTT2
YDR500C	YDR500C	IV	1450198	1450853	RPL37B
YPL163C	YPL163C	XVI	241918	242700	SVS1
YKL118W	YKL118W	XI	219126	219437	
YLL003W	YLL003W	XII	143201	146041	SFI1
YBR103C-A	YBR103C-A	II	449320	449463	
YAL064W-B	YAL064W-B	I	12046	12426	
YMR258C	YMR258C	XIII	782620	784281	ROY1
YML125C	YML125C	XIII	20761	21699	PGA3
YML069W	YML069W	XIII	135500	137158	POB3
YOL057W	YOL057W	XV	220767	222902	
YKL145W	YKL145W	XI	174213	175616	RPT1
YPL283W-B	YPL283W-B	XVI	643	1125	
YFR030W	YFR030W	VI	213312	216419	MET10
YGR146C	YGR146C	VII	784223	784858	ECL1
YIL150C	YIL150C	IX	61013	62728	MCM10
YDL126C	YDL126C	IV	236157	238664	CDC48
YDL006W	YDL006W	IV	439909	440754	PTC1
YOL083C-A	YOL083C-A	XV	166461	166601	
YMR025W	YMR025W	XIII	323300	324187	CSI1
YGR287C	YGR287C	VII	1067222	1068991	IMA1
YOR227W	YOR227W	XV	762825	766565	HER1
YDL233W	YDL233W	IV	36797	38173	MFG1
YCL057C-A	YCL057C-A	III	24032	24325	MIC10
YOR362C	YOR362C	XV	1017880	1018746	PRE10
YNL266W	YNL266W	XIV	144245	144664	
YMR276W	YMR276W	XIII	818827	819948	DSK2
YOR217W	YOR217W	XV	749301	751886	RFC1
YGR061C	YGR061C	VII	611889	615965	ADE6
YBR049C	YBR049C	II	334386	336818	REB1
YML124C	YML124C	XIII	22048	23683	TUB3
YPL246C	YPL246C	XVI	84509	85297	RBD2
YDL178W	YDL178W	IV	139522	141114	DLD2
YOR111W	YOR111W	XV	530429	531127	
YLR156W	YLR156W	XII	472113	472457	
YLR152C	YLR152C	XII	442958	444688	
YLR431C	YLR431C	XII	1000342	1001703	ATG23
YMR096W	YMR096W	XIII	458408	459301	SNZ1
YNL240C	YNL240C	XIV	198502	199977	NAR1
YKL019W	YKL019W	XI	402568	403518	RAM2
YGR168C	YGR168C	VII	833352	834482	
YGR027C	YGR027C	VII	534132	534458	RPS25A
YGL250W	YGL250W	VII	31910	32635	RMR1
YJL048C	YJL048C	X	347447	348637	UBX6
Q0105	Q0105	Mito	36540	43647	COB
YEL031W	YEL031W	V	90258	93905	SPF1
YDL147W	YDL147W	IV	190924	192261	RPN5
YJL129C	YJL129C	X	173599	177306	TRK1
YJL188C	YJL188C	X	76202	76510	BUD19
YKL191W	YKL191W	XI	81035	82639	DPH2
YDR320C-A	YDR320C-A	IV	1108280	1108498	DAD4
YIL099W	YIL099W	IX	178004	179653	SGA1
YJR135C	YJR135C	X	676059	676778	MCM22
YBR102C	YBR102C	II	445062	447323	EXO84
YGR161C-C	YGR161C-C	VII	821693	823015	
YIR013C	YIR013C	IX	380019	380384	GAT4
YDR144C	YDR144C	IV	744311	746101	MKC7
YIL094C	YIL094C	IX	186517	187632	LYS12
YIL002W-A	YIL002W-A	IX	350301	350510	
YMR032W	YMR032W	XIII	335298	337307	HOF1
YAL049C	YAL049C	I	51855	52595	AIM2
YPL112C	YPL112C	XVI	337436	338620	PEX25
YJL077W-A	YJL077W-A	X	294799	294885	
YMR078C	YMR078C	XIII	422503	424728	CTF18
YJL085W	YJL085W	X	272827	274698	EXO70
YKL209C	YKL209C	XI	42423	46295	STE6
YKL128C	YKL128C	XI	200884	201771	PMU1
YMR010W	YMR010W	XIII	285100	286317	
YBR193C	YBR193C	II	609082	609753	MED8
YCR023C	YCR023C	III	158538	160373	
YHL009C	YHL009C	VIII	84068	85060	YAP3
YDL086W	YDL086W	IV	301413	302234	
YOR201C	YOR201C	XV	720470	721708	MRM1
YPR109W	YPR109W	XVI	744689	745573	
YIL038C	YIL038C	IX	280142	282652	NOT3
YDR001C	YDR001C	IV	450220	452475	NTH1
YPL137C	YPL137C	XVI	292817	296647	GIP3
YML082W	YML082W	XIII	101862	103811	
YJL004C	YJL004C	X	431589	432200	SYS1
YNL269W	YNL269W	XIV	137699	138094	BSC4
YPL233W	YPL233W	XVI	106172	106822	NSL1
YOR218C	YOR218C	XV	751476	751895	
YOR286W	YOR286W	XV	850280	850729	RDL2
YOR315W	YOR315W	XV	904760	905800	SFG1
YNL010W	YNL010W	XIV	613635	614360	
YIL087C	YIL087C	IX	199646	200119	AIM19
YJL070C	YJL070C	X	307971	310637	
YKR100C	YKR100C	XI	638901	639968	SKG1
YLR388W	YLR388W	XII	898651	898821	RPS29A
YNL079C	YNL079C	XIV	478566	479165	TPM1
YHR061C	YHR061C	VIII	221534	222478	GIC1
YLR415C	YLR415C	XII	954259	954597	
YHR104W	YHR104W	VIII	323409	324392	GRE3
YLL008W	YLL008W	XII	131729	133987	DRS1
YPL111W	YPL111W	XVI	339944	340945	CAR1
YPR123C	YPR123C	XVI	786141	786575	
YFL067W	YFL067W	VI	836	1363	
YBR158W	YBR158W	II	556549	558198	AMN1
YGL146C	YGL146C	VII	228751	229686	RRT6
YER043C	YER043C	V	235770	237119	SAH1
YEL077W-A	YEL077W-A	V	630	1112	
YBR182C	YBR182C	II	593506	594864	SMP1
YDL016C	YDL016C	IV	425570	425872	
YMR054W	YMR054W	XIII	383303	385975	STV1
YPR015C	YPR015C	XVI	590283	591026	
YER026C	YER026C	V	207644	208474	CHO1
YDR264C	YDR264C	IV	996029	998323	AKR1
YOL036W	YOL036W	XV	256745	259030	
YMR231W	YMR231W	XIII	733545	736634	PEP5
YDL139C	YDL139C	IV	211375	212046	SCM3
YPR100W	YPR100W	XVI	729791	730213	MRPL51
YDR095C	YDR095C	IV	636117	636527	
YOL028C	YOL028C	XV	270633	271370	YAP7
YKL149C	YKL149C	XI	167612	168829	DBR1
YNR033W	YNR033W	XIV	687635	689998	ABZ1
YBL093C	YBL093C	II	44256	44918	ROX3
YBR072C-A	YBR072C-A	II	382860	383021	
YPR122W	YPR122W	XVI	782045	785671	AXL1
YOL009C	YOL009C	XV	309324	310139	MDM12
YEL075W-A	YEL075W-A	V	4870	5481	
YER124C	YER124C	V	407342	409063	DSE1
YBR209W	YBR209W	II	642583	642900	
YGR253C	YGR253C	VII	998358	999140	PUP2
YHR214C-D	YHR214C-D	VIII	550648	550941	
YOL158C	YOL158C	XV	19491	21311	ENB1
YDR055W	YDR055W	IV	563527	564861	PST1
YMR190C	YMR190C	XIII	640915	645258	SGS1
YDL110C	YDL110C	IV	264512	264964	TMA17
YNL187W	YNL187W	XIV	287994	289067	SWT21
YNL274C	YNL274C	XIV	121118	122170	GOR1
YOR049C	YOR049C	XV	422668	423732	RSB1
YGR051C	YGR051C	VII	592906	593229	
YMR027W	YMR027W	XIII	325877	327289	
YGR135W	YGR135W	VII	761392	762168	PRE9
YIL044C	YIL044C	IX	272950	273846	AGE2
YJR032W	YJR032W	X	491081	492262	CPR7
YPL257W-B	YPL257W-B	XVI	56748	62016	
YJL211C	YJL211C	X	36757	37200	
YDR419W	YDR419W	IV	1303174	1305072	RAD30
YBR011C	YBR011C	II	257112	257975	IPP1
YBR110W	YBR110W	II	458872	460221	ALG1
YEL028W	YEL028W	V	98668	99129	
YGR089W	YGR089W	VII	656960	659770	NNF2
YOR009W	YOR009W	XV	344335	345798	TIR4
YLR247C	YLR247C	XII	628684	633354	IRC20
YEL067C	YEL067C	V	26189	26776	
YDR266C	YDR266C	IV	1000104	1002023	HEL2
YPR036W-A	YPR036W-A	XVI	645950	646153	SPO24
YDR512C	YDR512C	IV	1470500	1471063	EMI1
YPL208W	YPL208W	XVI	157842	159593	RKM1
YLR450W	YLR450W	XII	1032627	1035764	HMG2
YML051W	YML051W	XIII	171594	172901	GAL80
YOR319W	YOR319W	XV	912822	913463	HSH49
YCL014W	YCL014W	III	96281	101191	BUD3
YGL117W	YGL117W	VII	288512	289309	
YFL010W-A	YFL010W-A	VI	114990	115274	AUA1
YLR371W	YLR371W	XII	862714	866784	ROM2
YDL051W	YDL051W	IV	363952	364779	LHP1
YAL056C-A	YAL056C-A	I	38696	39046	
YLL040C	YLL040C	XII	54211	63645	VPS13
YKR070W	YKR070W	XI	573574	574632	
YHR081W	YHR081W	VIII	267538	268092	LRP1
YJL072C	YJL072C	X	305221	305862	PSF2
YDR090C	YDR090C	IV	625066	625998	
YOR061W	YOR061W	XV	441534	442553	CKA2
YOR318C	YOR318C	XV	911784	912436	
YDR038C	YDR038C	IV	527422	530697	ENA5
YPL256C	YPL256C	XVI	64977	66614	CLN2
YDR040C	YDR040C	IV	535192	538467	ENA1
YNL024C	YNL024C	XIV	587107	587847	
YOR070C	YOR070C	XV	455907	457820	GYP1
YJL217W	YJL217W	X	23133	23729	REE1
YLL066W-B	YLL066W-B	XII	5605	5775	
YGL093W	YGL093W	VII	334886	337639	SPC105
YLR397C	YLR397C	XII	912550	914892	AFG2
YDR523C	YDR523C	IV	1485566	1487038	SPS1
YHL017W	YHL017W	VIII	70276	71874	
YKL098W	YKL098W	XI	256770	257843	MTC2
YCR008W	YCR008W	III	128470	130281	SAT4
YOR204W	YOR204W	XV	722911	724725	DED1
YMR046W-A	YMR046W-A	XIII	362702	362830	
YOR298C-A	YOR298C-A	XV	877230	877685	MBF1
YOL059W	YOL059W	XV	217126	218448	GPD2
YOR250C	YOR250C	XV	800970	802307	CLP1
YGR110W	YGR110W	VII	713709	715046	CLD1
YHL036W	YHL036W	VIII	26241	27881	MUP3
YOR165W	YOR165W	XV	644566	646896	SEY1
YJR088C	YJR088C	X	586495	587373	EMC2
YCR014C	YCR014C	III	139185	140933	POL4
YLR378C	YLR378C	XII	875736	877178	SEC61
YHR020W	YHR020W	VIII	143996	146062	
YMR235C	YMR235C	XIII	741512	742735	RNA1
YGL099W	YGL099W	VII	314631	316553	LSG1
YBL050W	YBL050W	II	125125	126119	SEC17
YJR039W	YJR039W	X	503936	507301	
YHR069C-A	YHR069C-A	VIII	234874	235236	
YJL148W	YJL148W	X	140437	141138	RPA34
YEL075C	YEL075C	V	5345	5713	
YNL185C	YNL185C	XIV	292193	292669	MRPL19
YFR036W	YFR036W	VI	226963	227337	CDC26
YMR067C	YMR067C	XIII	404323	405573	UBX4
YML086C	YML086C	XIII	95791	97371	ALO1
YDR016C	YDR016C	IV	478474	478758	DAD1
YMR167W	YMR167W	XIII	594886	597195	MLH1
YGR062C	YGR062C	VII	616328	617278	COX18
YOR122C	YOR122C	XV	552298	552887	PFY1
YIL113W	YIL113W	IX	150559	151188	SDP1
YNL234W	YNL234W	XIV	210233	211513	
YJL142C	YJL142C	X	147819	148211	IRC9
YDR414C	YDR414C	IV	1295598	1296686	ERD1
YCR072C	YCR072C	III	240805	242352	RSA4
YKR093W	YKR093W	XI	615730	617535	PTR2
YDR342C	YDR342C	IV	1154216	1155928	HXT7
YBR118W	YBR118W	II	477671	479047	TEF2
YGR189C	YGR189C	VII	876669	878192	CRH1
YPL045W	YPL045W	XVI	467260	469656	VPS16
YER113C	YER113C	V	387932	390052	TMN3
YMR050C	YMR050C	XIII	373057	378325	
YDR471W	YDR471W	IV	1401770	1402564	RPL27B
YCR086W	YCR086W	III	263392	263964	CSM1
YOR380W	YOR380W	XV	1051290	1052930	RDR1
YFL044C	YFL044C	VI	44655	45560	OTU1
YHR039C	YHR039C	VIII	184875	186809	MSC7
YBR245C	YBR245C	II	708150	711539	ISW1
YIL009W	YIL009W	IX	339344	341428	FAA3
YDR318W	YDR318W	IV	1103758	1104947	MCM21
YNL046W	YNL046W	XIV	542304	542822	
YLR025W	YLR025W	XII	194452	195174	SNF7
YOR355W	YOR355W	XV	1005137	1006705	GDS1
YDR076W	YDR076W	IV	598468	599688	RAD55
YPL265W	YPL265W	XVI	41043	42869	DIP5
YGL152C	YGL152C	VII	216692	217369	
YFR055W	YFR055W	VI	264204	265226	IRC7
YDL128W	YDL128W	IV	232652	233887	VCX1
YNL013C	YNL013C	XIV	609133	609510	
YHR090C	YHR090C	VIII	283777	284625	YNG2
YDR214W	YDR214W	IV	892875	893927	AHA1
YLR184W	YLR184W	XII	522106	522453	
YPR061C	YPR061C	XVI	675977	676882	JID1
YGR267C	YGR267C	VII	1025004	1025735	FOL2
YOL090W	YOL090W	XV	147382	150276	MSH2
YGR185C	YGR185C	VII	866336	867520	TYS1
YIL020C-A	YIL020C-A	IX	313713	314051	
YBR056C-B	YBR056C-B	II	351293	351451	
YLR169W	YLR169W	XII	500335	500688	
YML050W	YML050W	XIII	173139	174074	AIM32
YLR322W	YLR322W	XII	777628	777942	VPS65
YDR034W-B	YDR034W-B	IV	521314	521469	
YNL078W	YNL078W	XIV	479768	480991	NIS1
YMR158W	YMR158W	XIII	572248	572715	MRPS8
YLR349W	YLR349W	XII	827521	828027	
YKR018C	YKR018C	XI	473723	475900	
YOR262W	YOR262W	XV	817292	818335	GPN2
YDR470C	YDR470C	IV	1399706	1401214	UGO1
YML132W	YML132W	XIII	7244	8383	COS3
YFL004W	YFL004W	VI	131810	134296	VTC2
YHR016C	YHR016C	VIII	136881	138455	YSC84
YDL045W-A	YDL045W-A	IV	372248	372535	MRP10
YNL290W	YNL290W	XIV	86218	87240	RFC3
YMR132C	YMR132C	XIII	534944	535570	JLP2
YBR012W-A	YBR012W-A	II	259869	261191	
YDR358W	YDR358W	IV	1190059	1191732	GGA1
YBR010W	YBR010W	II	256331	256741	HHT1
YGL085W	YGL085W	VII	349616	350440	LCL3
YGR023W	YGR023W	VII	529264	530919	MTL1
YML008C	YML008C	XIII	251839	252990	ERG6
YKR089C	YKR089C	XI	605633	608365	TGL4
YLR206W	YLR206W	XII	554578	556419	ENT2
YLL059C	YLL059C	XII	22474	22980	
YGL088W	YGL088W	VII	345836	346201	
YIL119C	YIL119C	IX	136654	137877	RPI1
YDR073W	YDR073W	IV	592439	592948	SNF11
YOR180C	YOR180C	XV	674352	675167	DCI1
YPL170W	YPL170W	XVI	228314	228772	DAP1
YGL139W	YGL139W	VII	245716	248124	FLC3
YLR287C	YLR287C	XII	710991	712058	
YBR248C	YBR248C	II	714807	716465	HIS7
YMR290W-A	YMR290W-A	XIII	851422	851769	
YAL044W-A	YAL044W-A	I	57518	57850	
YGL140C	YGL140C	VII	241353	245012	
YGR114C	YGR114C	VII	720265	720654	
YGR180C	YGR180C	VII	855264	856301	RNR4
YPL018W	YPL018W	XVI	517651	518760	CTF19
YDR183W	YDR183W	IV	829585	830277	PLP1
YDR079W	YDR079W	IV	603064	603399	PET100
YBR196C-A	YBR196C-A	II	614024	614173	
YPL229W	YPL229W	XVI	117067	117687	
YER118C	YER118C	V	397952	399055	SHO1
YDR205W	YDR205W	IV	859346	861520	MSC2
YGL260W	YGL260W	VII	6860	7090	
YBL067C	YBL067C	II	93639	95882	UBP13
YNL162W	YNL162W	XIV	331322	332154	RPL42A
YKL144C	YKL144C	XI	175843	176481	RPC25
YOR093C	YOR093C	XV	497506	502452	
YNL284C-B	YNL284C-B	XIV	96964	102232	
YGR038C-A	YGR038C-A	VII	566145	567467	
YLL055W	YLL055W	XII	30109	31704	YCT1
YLR343W	YLR343W	XII	816094	817761	GAS2
YMR064W	YMR064W	XIII	397903	399459	AEP1
YGR193C	YGR193C	VII	884509	885741	PDX1
YML041C	YML041C	XIII	194913	195755	VPS71
YOL029C	YOL029C	XV	269815	270420	
YMR260C	YMR260C	XIII	789378	789839	TIF11
YKL101W	YKL101W	XI	248920	253476	HSL1
YOR060C	YOR060C	XV	440390	441163	SLD7
YMR321C	YMR321C	XIII	917579	917896	
YJR015W	YJR015W	X	462721	464253	
YNL024C-A	YNL024C-A	XIV	586602	586820	KSH1
YMR151W	YMR151W	XIII	562506	562943	YIM2
YEL073C	YEL073C	V	7230	7553	
YDR185C	YDR185C	IV	831934	832473	UPS3
YDL170W	YDL170W	IV	156318	157904	UGA3
YHR191C	YHR191C	VIII	486230	486631	CTF8
YGR036C	YGR036C	VII	558149	558868	CAX4
YML072C	YML072C	XIII	124730	129367	TCB3
YPL153C	YPL153C	XVI	261727	264192	RAD53
YKL086W	YKL086W	XI	278281	278664	SRX1
YBR283C	YBR283C	II	768943	770415	SSH1
YGL226W	YGL226W	VII	73340	73711	MTC3
YDR450W	YDR450W	IV	1359923	1360798	RPS18A
YGR196C	YGR196C	VII	889733	892186	FYV8
YPR096C	YPR096C	XVI	724842	725144	
YLR393W	YLR393W	XII	907079	907918	ATP10
YNL330C	YNL330C	XIV	18001	19302	RPD3
YHR189W	YHR189W	VIII	484028	484600	PTH1
YDR513W	YDR513W	IV	1471017	1471448	GRX2
YJR030C	YJR030C	X	483959	486196	
YGR170W	YGR170W	VII	837142	840558	PSD2
YPR069C	YPR069C	XVI	684556	685437	SPE3
YNL339C	YNL339C	XIV	371	6098	YRF1-6
YBR061C	YBR061C	II	364787	365719	TRM7
YNL064C	YNL064C	XIV	505868	507097	YDJ1
YOR010C	YOR010C	XV	346195	346950	TIR2
YPL002C	YPL002C	XVI	553627	554328	SNF8
YER102W	YER102W	V	363100	363702	RPS8B
YHR010W	YHR010W	VIII	126521	127492	RPL27A
YJR053W	YJR053W	X	534027	535751	BFA1
YKL074C	YKL074C	XI	294610	296193	MUD2
YAL036C	YAL036C	I	75043	76152	RBG1
YGR126W	YGR126W	VII	745835	746527	
YKR023W	YKR023W	XI	483419	485011	
YKL082C	YKL082C	XI	281025	282329	RRP14
YGL010W	YGL010W	VII	475545	476069	MPO1
YHR195W	YHR195W	VIII	490747	491712	NVJ1
YGL003C	YGL003C	VII	492474	494174	CDH1
YGR237C	YGR237C	VII	963298	965655	
YIL131C	YIL131C	IX	100781	102235	FKH1
YDR287W	YDR287W	IV	1035995	1036873	INM2
YKL044W	YKL044W	XI	356322	356642	
YPR111W	YPR111W	XVI	747306	749000	DBF20
YMR002W	YMR002W	XIII	272193	272663	MIX17
YDR122W	YDR122W	IV	694700	697894	KIN1
YOR296W	YOR296W	XV	870202	874071	
YBL106C	YBL106C	II	10847	13879	SRO77
YHR032C-A	YHR032C-A	VIII	175275	175394	
YOR035C	YOR035C	XV	397735	400104	SHE4
YDR200C	YDR200C	IV	854279	856093	VPS64
YIL127C	YIL127C	IX	117024	117644	RRT14
YBL068W	YBL068W	II	92414	93394	PRS4
YIR042C	YIR042C	IX	435273	435983	
YOR118W	YOR118W	XV	546857	548560	RTC5
YMR281W	YMR281W	XIII	832339	833253	GPI12
YPR055W	YPR055W	XVI	667676	670873	SEC8
YBR019C	YBR019C	II	276253	278352	GAL10
YNL103W-A	YNL103W-A	XIV	426719	426808	
YOR239W	YOR239W	XV	784857	786744	ABP140
YBR001C	YBR001C	II	238941	241283	NTH2
YOR256C	YOR256C	XV	808254	810683	TRE2
YER139C	YER139C	V	450563	451243	RTR1
YBR160W	YBR160W	II	560078	560974	CDC28
YGR232W	YGR232W	VII	953960	954646	NAS6
YNL174W	YNL174W	XIV	308074	308646	
YMR006C	YMR006C	XIII	277561	279681	PLB2
YHR064C	YHR064C	VIII	225525	227141	SSZ1
YMR174C	YMR174C	XIII	610159	610365	PAI3
YKR002W	YKR002W	XI	443232	444938	PAP1
YOR151C	YOR151C	XV	612997	616671	RPB2
YPL120W	YPL120W	XVI	322071	323744	VPS30
YOL053W	YOL053W	XV	230085	231272	AIM39
YPR025C	YPR025C	XVI	613377	614558	CCL1
YLL064C	YLL064C	XII	13083	13445	PAU18
YKR088C	YKR088C	XI	604405	605418	TVP38
YOL123W	YOL123W	XV	87844	89448	HRP1
YGL094C	YGL094C	VII	331118	334465	PAN2
YLR121C	YLR121C	XII	388744	390270	YPS3
YDR431W	YDR431W	IV	1328390	1328701	
YDR081C	YDR081C	IV	607304	610081	PDC2
YCR012W	YCR012W	III	137746	138996	PGK1
YKR044W	YKR044W	XI	522015	523346	UIP5
YNL220W	YNL220W	XIV	234413	235714	ADE12
YGR263C	YGR263C	VII	1017967	1019241	SAY1
YJL186W	YJL186W	X	80155	81915	MNN5
YIL024C	YIL024C	IX	308602	309171	
YPR070W	YPR070W	XVI	685898	687598	MED1
YJR084W	YJR084W	X	583733	585004	
YER050C	YER050C	V	253971	254387	RSM18
YLR019W	YLR019W	XII	180288	181481	PSR2
YMR087W	YMR087W	XIII	442527	443381	
YDR068W	YDR068W	IV	583713	584645	DOS2
YGR059W	YGR059W	VII	607563	609101	SPR3
YER046W-A	YER046W-A	V	243700	244029	
YLR067C	YLR067C	XII	267813	270710	PET309
YMR082C	YMR082C	XIII	431769	432125	
YKL080W	YKL080W	XI	285030	286208	VMA5
YIL137C	YIL137C	IX	89948	92788	TMA108
YBL075C	YBL075C	II	84499	86448	SSA3
YGL246C	YGL246C	VII	37617	38780	RAI1
YER035W	YER035W	V	222639	223076	EDC2
YHR108W	YHR108W	VIII	328303	330060	GGA2
YML093W	YML093W	XIII	83090	85789	UTP14
YMR299C	YMR299C	XIII	864412	865350	DYN3
YNL146W	YNL146W	XIV	351715	352017	
YOR155C	YOR155C	XV	626628	627980	ISN1
YGL143C	YGL143C	VII	234717	235958	MRF1
YNL239W	YNL239W	XIV	200569	201933	LAP3
YLL018C-A	YLL018C-A	XII	108676	108972	COX19
YNR073C	YNR073C	XIV	774792	776300	
YJL095W	YJL095W	X	247255	251691	BCK1
YDL117W	YDL117W	IV	248581	251238	CYK3
YGR271C-A	YGR271C-A	VII	1037800	1038501	EFG1
YMR030W	YMR030W	XIII	330793	331923	RSF1
YOL075C	YOL075C	XV	189658	193542	
YOL056W	YOL056W	XV	223268	224179	GPM3
YML053C	YML053C	XIII	169116	169754	
YCR045W-A	YCR045W-A	III	208751	209101	
YIL022W	YIL022W	IX	311165	312460	TIM44
YBL005W-A	YBL005W-A	II	221330	222652	
YMR073C	YMR073C	XIII	412268	412873	IRC21
YDR224C	YDR224C	IV	914317	914712	HTB1
YHL048C-A	YHL048C-A	VIII	5663	5797	
YER171W	YER171W	V	527082	529418	RAD3
YDL010W	YDL010W	IV	432330	433025	GRX6
YNL141W	YNL141W	XIV	359596	360639	AAH1
YDR106W	YDR106W	IV	667004	667858	ARP10
YHR078W	YHR078W	VIII	256360	258018	
YDR270W	YDR270W	IV	1005675	1008689	CCC2
YDR067C	YDR067C	IV	582791	583465	OCA6
YIL026C	YIL026C	IX	304477	307929	IRR1
YOR098C	YOR098C	XV	507948	511178	NUP1
YGR009C	YGR009C	VII	509047	511002	SEC9
YCR003W	YCR003W	III	118620	119171	MRPL32
YGR204C-A	YGR204C-A	VII	909061	909174	
YJL175W	YJL175W	X	94049	94561	
YML017W	YML017W	XIII	236588	238731	PSP2
YGL122C	YGL122C	VII	278946	280523	NAB2
YEL013W	YEL013W	V	128825	130561	VAC8
YMR128W	YMR128W	XIII	523696	527499	ECM16
YLR268W	YLR268W	XII	680200	680844	SEC22
YER160C	YER160C	V	492856	498124	
YEL055C	YEL055C	V	48471	51539	POL5
YDL069C	YDL069C	IV	333121	333810	CBS1
YMR065W	YMR065W	XIII	399702	401216	KAR5
YIR020W-A	YIR020W-A	IX	394917	395159	
YMR169C	YMR169C	XIII	599352	600872	ALD3
YIL068C	YIL068C	IX	233057	235474	SEC6
YLR125W	YLR125W	XII	393484	393894	
YLR387C	YLR387C	XII	896374	897672	REH1
YPR183W	YPR183W	XVI	900755	901558	DPM1
YGR012W	YGR012W	VII	513159	514340	
YOL024W	YOL024W	XV	277086	277604	
YKL092C	YKL092C	XI	266145	269459	BUD2
YNL095C	YNL095C	XIV	444912	446840	
YBR007C	YBR007C	II	248806	251016	DSF2
YAL015C	YAL015C	I	126903	128102	NTG1
YGL253W	YGL253W	VII	23935	25395	HXK2
YPL124W	YPL124W	XVI	316755	317516	SPC29
YDR233C	YDR233C	IV	929470	930357	RTN1
YOL076W	YOL076W	XV	187024	189414	MDM20
YOR196C	YOR196C	XV	715593	716837	LIP5
YEL040W	YEL040W	V	78053	79456	UTR2
YCR075W-A	YCR075W-A	III	248975	249202	
YNL250W	YNL250W	XIV	175410	179348	RAD50
YMR252C	YMR252C	XIII	775315	775719	
YER074W	YER074W	V	306323	307196	RPS24A
YDR269C	YDR269C	IV	1005665	1005988	
YGR206W	YGR206W	VII	910432	910737	MVB12
YLR312W-A	YLR312W-A	XII	759480	760241	MRPL15
YJL106W	YJL106W	X	221390	223327	IME2
YKL189W	YKL189W	XI	84704	85903	HYM1
YER152C	YER152C	V	472657	473988	
YCL033C	YCL033C	III	62776	63282	MXR2
YGR006W	YGR006W	VII	506070	506825	PRP18
YOR041C	YOR041C	XV	408358	408789	
YCR045C	YCR045C	III	208135	209610	RRT12
YLR088W	YLR088W	XII	316107	317951	GAA1
YOL131W	YOL131W	XV	73031	73357	
